id,org_id,email,job_title,is_autogenai_employee,is_licensed_user,created_at
user_0307,org_022,user_0307@beta.io,Manager,False,True,2025-09-29 00:00:00+0000
user_0308,org_022,user_0308@example.com,Bid Manager,False,True,2025-10-14 00:00:00+0000
user_0309,org_022,user_0309@example.com,Account Executive,False,True,2025-09-27 00:00:00+0000
user_0310,org_023,user_0310@globex.net,Analyst,False,True,2025-11-06 00:00:00+0000
user_0311,org_023,user_0311@acme.co.uk,Manager,False,True,2025-10-25 00:00:00+0000
user_0312,org_023,user_0312@contoso.com,Bid Manager,False,True,2025-10-27 00:00:00+0000
user_0313,org_023,user_0313@globex.net,Director,False,True,2025-10-02 00:00:00+0000
user_0314,org_023,user_0314@globex.net,Analyst,False,True,2025-09-21 00:00:00+0000
user_0315,org_023,user_0315@example.com,Proposal Writer,False,True,2025-10-06 00:00:00+0000
user_0316,org_023,user_0316@contoso.com,Proposal Writer,False,False,2025-10-04 00:00:00+0000
user_0317,org_023,user_0317@beta.io,Director,False,True,2025-09-17 00:00:00+0000
user_0318,org_023,user_0318@globex.net,Account Executive,True,False,2025-10-17 00:00:00+0000
user_0319,org_023,user_0319@globex.net,Proposal Writer,False,True,2025-11-08 00:00:00+0000
user_0320,org_023,user_0320@globex.net,Solutions Consultant,False,True,2025-09-24 00:00:00+0000
user_0321,org_023,user_0321@contoso.com,Solutions Consultant,False,True,2025-09-15 00:00:00+0000
user_0322,org_023,user_0322@beta.io,Proposal Writer,False,True,2025-10-22 00:00:00+0000
user_0323,org_023,user_0323@acme.co.uk,Solutions Consultant,False,True,2025-10-17 00:00:00+0000
user_0324,org_023,user_0324@acme.co.uk,Solutions Consultant,False,False,2025-11-09 00:00:00+0000
user_0325,org_023,user_0325@beta.io,Solutions Consultant,False,True,2025-10-12 00:00:00+0000
user_0326,org_023,user_0326@acme.co.uk,Account Executive,False,True,2025-09-23 00:00:00+0000
user_0327,org_023,user_0327@contoso.com,Bid Manager,False,True,2025-09-16 00:00:00+0000
user_0328,org_023,user_0328@globex.net,Director,False,True,2025-10-28 00:00:00+0000
user_0329,org_024,user_0329@contoso.com,Solutions Consultant,False,True,2025-10-08 00:00:00+0000
user_0330,org_024,user_0330@acme.co.uk,Bid Manager,False,False,2025-09-26 00:00:00+0000
user_0331,org_024,user_0331@example.com,Solutions Consultant,False,True,2025-10-17 00:00:00+0000
user_0332,org_024,user_0332@beta.io,Bid Manager,False,True,2025-09-26 00:00:00+0000
user_0333,org_024,user_0333@beta.io,Account Executive,False,True,2025-11-13 00:00:00+0000
user_0334,org_024,user_0334@contoso.com,Manager,False,True,2025-11-18 00:00:00+0000
user_0335,org_024,user_0335@contoso.com,Bid Manager,False,False,2025-10-21 00:00:00+0000
user_0336,org_024,user_0336@acme.co.uk,Manager,False,True,2025-10-07 00:00:00+0000
user_0337,org_024,user_0337@globex.net,Proposal Writer,False,True,2025-10-29 00:00:00+0000
user_0338,org_024,user_0338@example.com,Director,False,True,2025-10-10 00:00:00+0000
user_0339,org_025,user_0339@example.com,Analyst,False,False,2025-10-01 00:00:00+0000
user_0340,org_025,user_0340@example.com,Manager,False,True,2025-10-06 00:00:00+0000
user_0341,org_025,user_0341@beta.io,Proposal Writer,False,True,2025-09-11 00:00:00+0000
user_0342,org_025,user_0342@contoso.com,Analyst,False,True,2025-10-08 00:00:00+0000
user_0343,org_025,user_0343@example.com,Director,False,True,2025-09-25 00:00:00+0000
user_0344,org_025,user_0344@globex.net,Director,True,False,2025-10-04 00:00:00+0000
user_0345,org_025,user_0345@example.com,Account Executive,False,False,2025-10-02 00:00:00+0000
user_0346,org_025,user_0346@example.com,Proposal Writer,False,True,2025-10-19 00:00:00+0000
user_0347,org_025,user_0347@example.com,Account Executive,False,True,2025-10-18 00:00:00+0000
user_0348,org_025,user_0348@example.com,Manager,False,True,2025-09-10 00:00:00+0000
user_0349,org_025,user_0349@contoso.com,Proposal Writer,False,True,2025-09-13 00:00:00+0000
user_0350,org_025,user_0350@acme.co.uk,Solutions Consultant,False,True,2025-10-23 00:00:00+0000
user_0351,org_025,user_0351@beta.io,Bid Manager,False,True,2025-09-04 00:00:00+0000
user_0352,org_025,user_0352@beta.io,Analyst,False,False,2025-09-22 00:00:00+0000
user_0353,org_025,user_0353@beta.io,Manager,True,False,2025-10-02 00:00:00+0000
user_0354,org_025,user_0354@beta.io,Director,False,True,2025-09-14 00:00:00+0000
user_0355,org_025,user_0355@beta.io,Solutions Consultant,False,True,2025-10-13 00:00:00+0000
